به‌طرف PREP VPP  Arg4 null no
او PR POSDEP null null junk
جهيد V PRD null رخداد§n-13136 no
و‌سپس SUBR VCL null null no
در PREP VPP  Arg3 null junk
دست N VPP  Arg3 رابطه§n-13628 no
ش PR MOZ null نفر§n-13075 role
قرار N NVE null مشخصه§n-12756 no
گرفت V PRD null null junk
. PUNC PUNC null null junk

شعيب N SBJ  Arg0 نفر§n-13075 role
به PREP VPP  Arg3 null junk
او PR POSDEP null null junk
گفت V ROOT null null junk
که SUBR VCL  Arg1 null junk
آن PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
بگذارد V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
عصاي N OBJ  Arg1 شيء§n-12703 static_object
ديگري ADJ NPOSTMOD null null junk
بردارد V PRD null رخداد§n-13136 role_action
، PUNC PUNC null null junk

شعيب N SBJ  Arg0 نفر§n-13075 role
به PREP VPP  Arg3 null junk
موسي N VPP  Arg3 نفر§n-13075 role
گفت V ROOT null null junk
همان PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
بردار V VCL null رخداد§n-13136 role_action
که SUBR VCL null null junk
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
آن PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
به PREP NPP  Arg3 null junk
تو PR POSDEP null null junk
اختصاص N NVE null رخداد§n-13136 no
داده‌است V PRD null رخداد§n-13136 role_action
. PUNC PUNC null null junk

پس‌از PREP PREDEP  ArgM_TMP null no
اين ADJ NPREMOD null null junk
ماجرا N POSDEP null رخداد§n-13136 no
موسي N OBJ  Arg1 نفر§n-13075 role
اثاثيه N MOZ null شيء§n-12703 static_object
خود PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
برداشت V ROOT null رخداد§n-13136 role_action
سپس SUBR VCL null null junk
به PREP ADVRB  ArgM_COM null junk
همراه N ADVRB  ArgM_COM رخداد§n-13136 role_state
همسر N MOZ null نفر§n-13075 role
ش PR MOZ null نفر§n-13075 role
به‌طرف PREP NPP  Arg4 null no
مصر N POSDEP null گروه§n-12753 location
حرکت N NVE null رخداد§n-13136 role_intent
نمود V PRD null رخداد§n-13136 role_action
. PUNC PUNC null null junk

سپس SUBR ROOT null null junk
ندا N NVE null null no
آمد V PRD null null junk
: PUNC PUNC null null junk
اي ADR VCONJ null null junk
موسي N POSDEP  Arg0 نفر§n-13075 role
! PUNC PUNC null null junk
در PREP ADVRB  ArgM_LOC null junk
دست N ADVRB  ArgM_LOC رابطه§n-13628 no
راست ADJ NPOSTMOD null مشخصه§n-12756 no
چه UNKNOWN OBJ  Arg1 null junk
داري V VCL null null junk
? PUNC PUNC null null junk

موسي N SBJ  Arg0 نفر§n-13075 role
گفت V ROOT null null junk
: PUNC PUNC null null junk
عصاي N MOS  Arg2 شيء§n-12703 static_object
من PR MOZ null null junk
است V VCL null null junk
که SUBR NCL null null junk
بر PREP NPP  Arg3 null junk
آن PR POSDEP null null junk
تکيه N NVE null مشخصه§n-12756 role_state
مي‌زنم V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
برگ N OBJ  Arg1 شيء§n-12703 no
درختان N MOZ null جان_دار§n-10393 static_object
را POSTP OBJ  Arg1 null junk
براي PREP ADVRB  Arg4 null junk
گوسفندان N POSDEP null جانور§n-12239 dynamic_object
م PR MOZ null نفر§n-13075 role
مي‌ريزم V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
کارهاي N OBJ  Arg1 null no
ديگري ADJ NPOSTMOD null null junk
را POSTP OBJ  Arg1 null junk
نيز ADV ADVRB  ArgM_ADV null junk
انجام N NVE null null junk
مي‌دهم V PRD null رخداد§n-13136 role_action
. PUNC PUNC null null junk

بنابراين SUBR ROOT  ArgM_DIS null junk
به PREP ADVRB  null null junk
دستور N ADVRB  null رخداد§n-13136 role_intent
خدا N MOZ null خصوصيت_رواني§n-12725 no
با PREP ADVRB  ArgM_ADV null junk
اين ADJ APREMOD null null junk
دو NUM NPREMOD null null junk
نشانه N ADVRB  ArgM_ADV خبر§n-12766 no
به‌نزد PREP VPP  Arg3 جا§n-12733 location
فرعون N POSDEP null null role
شتافت V PRD null رخداد§n-13136 role_action
تا SUBR VCL null null junk
جواب N NVE null خبر§n-12766 no
سرکشي N OBJ  Arg1 مشخصه§n-12756 role_state
او PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
بدهد V VCL null رخداد§n-13136 role_action
. PUNC PUNC null null junk

حضرت N SBJ  Arg1 null role_state
ايوب N MOZ null نفر§n-13075 role
از PREP MOS  Arg2 null junk
انبيا N MOS  Arg2 نفر§n-13075 role
مشهور ADJ NPOSTMOD null مشخصه§n-12756 role_state
بوده V ROOT null null junk
که SUBR NCL null null junk
نام N SBJ  Arg1 null junk
مبارک ADJ NPOSTMOD null مشخصه§n-12756 no
ش PR MOZ null نفر§n-13075 role
4بار ADV ADVRB  ArgM_EXT null no
در PREP VPP  Arg3 null junk
4 NUM NPREMOD null null junk
سوره N VPP  Arg3 خبر§n-12766 no
قرآن N MOZ null هست§n-12706 static_object
آمده‌است V PRD null null no
. PUNC PUNC null null junk

حضرت N SBJ  Arg0 null role_state
ايوب N MOZ null نفر§n-13075 role
( PUNC PUNC null null junk
عليه‌السلام ARAB POSDEP null null no
) PUNC PUNC null null junk
در PREP VPP  ArgM_LOC null junk
سرزمين N VPP  ArgM_LOC جا§n-12733 location
جابيه N MOZ null null location
، PUNC PUNC null null junk
يکي‌از ADJ NPREMOD null null no
نقاط N APP null null no
معروف ADJ NPOSTMOD null مشخصه§n-12756 no
شام N MOZ null null location
چشم N OBJ  Arg1 رابطه§n-13628 no
به PREP NPP null null junk
جهان N NPP null جا§n-12733 location
گشود V ROOT null رخداد§n-13136 role_action
، PUNC PUNC null null junk

او PR SBJ  Arg1 null junk
او PR SBJ  Arg0 null junk
پس‌از PREP ADVRB  ArgM_TMP null no
بلوغ N POSDEP null دوره_زماني§n-12603 role_state
، PUNC PUNC null null junk
ازطرف PREP ADVRB  ArgM_ADV null no
خداوند N POSDEP null خصوصيت_رواني§n-12725 role
به PREP AJPP null null junk
پيامبري N AJPP null نفر§n-13075 role_state
مبعوث ADJ MOS  Arg2 مشخصه§n-12756 role_intent
گرديد V ROOT null رخداد§n-13136 no
تا SUBR AJUCL  ArgM_CAU null junk
مردم N PREDEP null null junk
آن ADJ NPREMOD null null junk
سرزمين N MOZ null جا§n-12733 location
را POSTP OBJ  Arg1 null junk
از PREP VPP  Arg3 null junk
بت‌پرستي N VPP  Arg3 رخداد§n-13136 role_intent
و CONJ NCONJ null null junk
فساد N NCONJ null رخداد§n-13136 role_state
به‌سوي PREP VPP  Arg4 null no
خداپرستي N POSDEP null null role_intent
و CONJ NCONJ null null junk
عدالت N NCONJ null مشخصه§n-12756 role_intent
بکشاند V AJUCL null رخداد§n-13136 role_action
، PUNC PUNC null null junk

حضرت N SBJ  Arg0 null role_state
ايوب N MOZ null نفر§n-13075 role
93 NUM NPREMOD null null junk
سال N ADVC  Arg2 دوره_زماني§n-12603 time
عمر N NVE null دوره_زماني§n-12603 no
کرد V ROOT null null junk
. PUNC PUNC null null junk

وي PR SBJ  Arg1 null junk
يکي‌از ADJ NPREMOD null null no
پيامبراني N MOS  Arg2 نفر§n-13075 role_state
است V ROOT null null junk
که SUBR NCL null null junk
قرآن N SBJ  Arg0 هست§n-12706 static_object
نبوت N OBJ  Arg1 null role_state
و CONJ NCONJ null null junk
پيامبري N NCONJ null نفر§n-13075 role_state
او PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
بيان N NVE null خبر§n-12766 no
کرده‌است V PRD null رخداد§n-13136 no
. PUNC PUNC null null junk

او PR SBJ  Arg1 null junk
او PR SBJ  Arg1 null junk
فردي N MOS  Arg2 نفر§n-13075 role
مهربان ADJ NPOSTMOD null مشخصه§n-12756 role_state
و CONJ AJCONJ null null junk
باتقوا ADJ AJCONJ null مشخصه§n-12756 role_state
بوده V PREDEP null null junk
و CONJ VCONJ null null junk
در PREP NPP  Arg3 null junk
مهمان‌نوازي N NPP  Arg3 null role_state
شهرت N NVE null مشخصه§n-12756 role_intent
داشته‌است V ROOT null رخداد§n-13136 no
. PUNC PUNC null null junk

ايشان PR SBJ  Arg1 null junk
ايشان PR SBJ  Arg1 null junk
داراي ADJ MOS  Arg2 null no
مال N NEZ null null no
فراواني ADJ NPOSTMOD null مشخصه§n-12756 no
بوده V PREDEP null null junk
و CONJ VCONJ null null junk
داراي ADJ MOS  Arg2 null no
خدمه N NEZ null نفر§n-13075 role
و CONJ NCONJ null null junk
حشم N NCONJ null null role
فراواني ADJ NPOSTMOD null مشخصه§n-12756 no
بوده‌است V ROOT null رخداد§n-13136 no
. PUNC PUNC null null junk

اوقاتي N SBJ  Arg1 null no
بر PREP NPP null null junk
او PR POSDEP  Arg0 null junk
او PR POSDEP  Arg1 null junk
گذشت V ROOT null رخداد§n-13136 no
که SUBR NCL null null junk
همه ADJ NPREMOD null null junk
اموال N OBJ  Arg1 null no
خود PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
از PREP VPRT null null junk
دست N VPRT null مشخصه§n-12756 no
داد V PREDEP null null junk
و CONJ VCONJ null null junk
به PREP AJPP null null junk
انواع N AJPP null null no
بلايا N MOZ null رخداد§n-13136 no
و CONJ NCONJ null null junk
امراض N NCONJ null null no
مبتلا ADJ MOS  Arg2 مشخصه§n-12756 no
گشت V VCONJ null null no
و CONJ VCONJ null null junk
جز PREP ADVRB  ArgM_ADV null junk
زبان N POSDEP  Arg1 رابطه§n-13628 no
ش PR MOZ null نفر§n-13075 role
که SUBR NCL null null junk
به PREP AJPP null null junk
ذکر N AJPP null خصوصيت_رواني§n-12725 no
خدا N MOZ null خصوصيت_رواني§n-12725 no
مشغول ADJ MOS  Arg2 مشخصه§n-12756 role_state
بود V PRD null null junk
عضو N SBJ  Arg1 رابطه§n-13628 no
سالمي ADJ NPOSTMOD null مشخصه§n-12756 no
براي PREP VPP  Arg3 null junk
ش PR POSDEP null نفر§n-13075 role
نماند V PRD null رخداد§n-13136 no

ولي CONJ VCONJ null null junk
او PR SBJ  Arg0 null junk
او PR SBJ  Arg0 null junk
در PREP ADVRB  ArgM_TMP null junk
تمامي ADJ APREMOD null مشخصه§n-12756 no
اين ADJ NPREMOD null null junk
مراحل N ADVRB  ArgM_TMP null no
صبر N NVE null null role_state
نمود V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
ناله N NVE null خبر§n-12766 role_state
نکرد V ROOT null رخداد§n-13136 role_action
. PUNC PUNC null null junk

بيماري N SBJ  Arg1 مشخصه§n-12756 role_state
او PR MOZ null null junk
آنقدر ADV ADVRB  ArgM_EXT null junk
طولاني ADJ MOS  Arg2 مشخصه§n-12756 no
شد V ROOT null null junk
که SUBR AVCL null null junk
هيچ‌ ADJ NPREMOD null null no
کس N SBJ  Arg0 null junk
با PREP NPP  Arg3 null junk
او PR POSDEP null null junk
هيچ ADJ NPREMOD null null junk
رابطه N NVE null مشخصه§n-12756 no
نداشت V PRD null null junk
. PUNC PUNC null null junk

همه ADJ NPREMOD null null junk
اين ADJ NPREMOD null null junk
گرفتاري‌ها N SBJ  Arg0 مشخصه§n-12756 role_state
، PUNC PUNC null null junk
صبر N OBJ  Arg1 null role_state
و CONJ NCONJ null null junk
شکر N NCONJ null مشخصه§n-12756 role_intent
ايوب N MOZ null نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
زيادتر ADJ MOS  Arg2 مشخصه§n-12756 no
کردند V ROOT null null junk
تا PREP ADVRB  ArgM_ADV null junk
آنجايي N ADVRB  ArgM_ADV null no
که SUBR NCL null null junk
صبر N SBJ  Arg1 null role_state
او PR MOZ null null junk
زبانزد ADJ MOS  Arg2 null role_state
